lfare,dist,passen,mktshr,y97,y99
4.7361984,453,991,.50980002,0,0
4.7361984,467,117,.92629999,1,0
4.7361984,581,1644,.73390001,0,0
4.7361984,671,119,.7694,1,0
4.7361984,693,887,.74669999,1,0
4.7361984,714,457,.84109998,1,0
4.7361984,728,280,.50740004,0,0
4.7361984,758,1898,.42200002,0,1
4.7361984,805,298,.479,1,0
4.7361984,840,588,.465,0,0
4.7361984,907,407,.48529997,0,1
4.7361984,921,149,.56870002,1,0
4.7361984,957,1558,.65349996,0,0
4.7361984,983,1148,.5535,0,0
4.7361984,1055,201,.74970001,0,0
4.7361984,1073,970,.45860001,0,1
4.7449322,391,999,.48080003,1,0
4.7449322,458,377,.82959998,0,1
4.7449322,472,515,.67050004,1,0
4.7449322,481,721,.75800002,0,0
4.7449322,483,149,.72250003,0,0
4.7449322,535,256,.66640002,0,1
4.7449322,545,686,.85040003,1,0
4.7449322,594,1549,.47589999,0,1
4.7449322,601,138,.6189,0,0
4.7449322,737,1058,.6257,0,0
4.7449322,748,222,.59080005,0,1
4.7449322,809,280,.37169999,0,0
4.7449322,838,493,.69160002,1,0
4.7449322,842,888,.57419997,1,0
4.7449322,861,204,.73190004,0,1
4.7449322,907,222,.62419999,0,0
4.7449322,933,754,.65890002,1,0
4.7535901,406,27,.65449995,1,0
4.7535901,411,122,.41589999,0,0
4.7535901,446,188,.5442,1,0
4.7535901,483,152,.6961,0,1
4.7535901,525,382,.89910007,0,1
4.7535901,532,403,.73720002,0,1
4.7535901,588,437,.95819998,0,1
4.7535901,666,219,.67330003,1,0
4.7535901,670,628,.63709998,1,0
4.7535901,752,198,.45930001,0,1
4.7535901,834,1509,.40169999,1,0
4.7535901,925,1070,.54259998,0,1
4.7535901,933,797,.71499997,0,0
4.7535901,956,758,.71109998,1,0
4.7535901,988,147,.79480004,1,0
4.7535901,988,310,.61559999,1,0
4.7535901,1011,443,.40810001,1,0
4.7535901,1037,532,.55509996,1,0
4.7535901,1044,829,.48790002,1,0
4.7621741,452,759,.62540001,0,0
4.7621741,534,458,.47369999,1,0
4.7621741,535,244,.66500002,0,0
4.7621741,680,429,.58950001,0,1
4.7621741,722,221,.377,0,0
4.7621741,728,259,.5851,0,1
4.7621741,759,159,.96709996,0,0
4.7621741,759,169,.98070002,0,1
4.7621741,834,1558,.44709998,0,0
4.7621741,840,643,.46160001,0,1
4.7621741,908,225,.77039999,0,0
4.7621741,1055,350,.93449998,0,1
4.7621741,1093,707,.58749998,0,1
4.7621741,1174,745,.47929999,0,1
4.7621741,1212,307,.24879999,1,0
4.7706847,129,616,.96559995,0,1
4.7706847,412,148,.88749999,0,1
4.7706847,451,282,.96650004,1,0
4.7706847,570,354,.56919998,1,0
4.7706847,599,700,.6631,0,1
4.7706847,601,156,.47389999,0,1
4.7706847,626,626,.61979997,0,1
4.7706847,675,280,.5528,0,1
4.7706847,726,162,.78349996,0,0
4.7706847,797,136,.97430003,0,0
4.7706847,925,911,.49330002,1,0
4.7706847,937,140,.7669,0,0
4.7706847,937,596,.67640001,1,0
4.7706847,957,1334,.71989995,1,0
4.7706847,1009,1197,.43259999,0,1
4.7706847,1072,556,.2068,1,0
4.7706847,1121,2260,.65099996,0,1
4.7706847,1133,732,.57410002,0,1
4.7706847,1143,418,.54699999,0,0
4.7706847,1143,448,.58560002,0,1
4.7706847,1174,448,.43599999,0,0
4.7791233,412,141,.88789999,0,0
4.7791233,432,584,.65940005,0,1
4.7791233,532,203,.42139998,0,1
4.7791233,634,210,.50259995,0,0
4.7791233,636,184,.86980003,0,0
4.7791233,666,258,.68059999,0,1
4.7791233,680,1256,.5262,1,0
4.7791233,712,410,.58450001,0,0
4.7791233,736,213,.51249999,1,0
4.7791233,739,115,.78110003,1,0
4.7791233,807,187,.4091,1,0
4.7791233,817,384,.68970001,1,0
4.7791233,817,408,.74330002,0,0
4.7791233,877,213,.79730004,0,1
4.7791233,937,186,.90550005,1,0
4.7791233,983,1031,.63499999,1,0
4.7791233,1072,696,.67839998,0,0
4.7791233,1073,396,.4571,1,0
4.7791233,1137,476,.65970004,0,1
4.7791233,1525,857,.57090002,0,1
4.7874918,453,970,.5988,0,1
4.7874918,494,193,.70859998,0,0
4.7874918,581,1694,.78290004,1,0
4.7874918,594,1252,.52160001,1,0
4.7874918,629,1071,.72500002,1,0
4.7874918,656,235,.40580001,1,0
4.7874918,671,118,.76620001,0,0
4.7874918,677,842,.87279999,0,1
4.7874918,687,861,.53830004,1,0
4.7874918,695,271,.57779998,0,0
4.7874918,695,280,.62849998,1,0
4.7874918,714,444,.861,0,0
4.7874918,754,157,.41259998,0,0
4.7874918,754,208,.76480001,0,0
4.7874918,793,297,.71639997,1,0
4.7874918,834,1583,.46709999,0,1
4.7874918,925,976,.54460001,0,0
4.7874918,991,263,.63230002,1,0
4.7874918,998,577,.5327,0,1
4.7874918,1053,399,.4461,1,0
4.7874918,1053,460,.639,0,1
4.7874918,1072,737,.6038,0,1
4.7874918,1137,426,.58749998,0,0
4.7874918,1220,853,.91339993,1,0
4.7874918,1591,786,.51069999,1,0
4.7957907,383,184,.53150004,0,1
4.7957907,391,1062,.49669999,0,0
4.7957907,406,4052,.63749999,0,1
4.7957907,451,248,.97330004,0,0
4.7957907,515,376,.80809999,1,0
4.7957907,525,348,.95410001,0,0
4.7957907,535,215,.39430001,0,1
4.7957907,554,857,.5072,1,0
4.7957907,595,1566,.53060001,0,1
4.7957907,632,557,.6081,0,1
4.7957907,665,2251,.6099,0,1
4.7957907,670,579,.62229997,0,1
4.7957907,675,214,.51270002,0,0
4.7957907,754,251,.74050003,0,1
4.7957907,758,1698,.5072,0,0
4.7957907,818,143,.38409999,1,0
4.7957907,823,215,.65230006,0,1
4.7957907,838,515,.74989998,0,0
4.7957907,931,258,.5223,1,0
4.7957907,937,651,.72870004,0,0
4.7957907,977,394,.99480003,0,1
4.7957907,1034,345,.73570001,0,1
4.7957907,1034,347,.48980001,1,0
4.7957907,1069,592,.77389997,0,0
4.7957907,1073,494,.50080001,0,1
4.7957907,1181,265,.42029998,0,0
4.7957907,1772,740,.68449998,0,1
4.8040209,467,108,.87580001,0,0
4.8040209,522,281,.95120001,1,0
4.8040209,634,210,.4562,0,1
4.8040209,754,142,.50569999,0,1
4.8040209,817,423,.76089996,0,1
4.8040209,945,6368,.43610001,0,1
4.8040209,956,721,.78209996,0,0
4.8040209,972,397,.90319997,0,0
4.8040209,1006,378,.50529999,0,0
4.8040209,1055,224,.5381,0,0
4.8040209,1100,430,.46380001,0,0
4.8040209,1143,211,.40150002,0,0
4.8121843,125,102,.91070002,1,0
4.8121843,227,783,.55229998,1,0
4.8121843,262,298,.95910001,0,1
4.8121843,328,216,.8678,0,0
4.8121843,391,1030,.51679999,0,1
4.8121843,468,176,.82849997,1,0
4.8121843,570,430,.54070002,1,0
4.8121843,570,469,.5564,0,1
4.8121843,585,374,.83239996,0,1
4.8121843,605,3826,.46080002,0,0
4.8121843,656,190,.64069998,0,0
4.8121843,666,238,.66480005,0,0
4.8121843,692,1352,.48109999,1,0
4.8121843,726,166,.83209997,1,0
4.8121843,776,126,.96029997,0,0
4.8121843,838,528,.71139997,0,1
4.8121843,957,1794,.62349999,0,1
4.8121843,988,327,.7087,0,0
4.8121843,1077,416,.2617,0,0
4.8121843,1085,797,.51800001,0,0
4.8121843,1121,2039,.75150001,0,0
4.8121843,1189,357,.37090001,1,0
4.8202815,193,283,.79170001,0,1
4.8202815,238,477,.97099996,0,1
4.8202815,264,1153,.48249999,0,1
4.8202815,494,176,.50340003,0,1
4.8202815,628,369,.8114,0,1
4.8202815,632,194,.65179998,0,1
4.8202815,671,109,.67260003,0,1
4.8202815,736,212,.5151,0,0
4.8202815,776,116,.9774,0,1
4.8202815,793,86,.39160001,1,0
4.8202815,807,217,.51779997,0,1
4.8202815,814,1073,.57459998,0,1
4.8202815,900,851,.42700002,0,0
4.8202815,998,465,.49160001,0,0
4.8202815,1055,273,.5539,0,1
4.8202815,1100,446,.56639999,0,1
4.8202815,1181,232,.52099997,0,1
4.8283138,292,1222,.5704,0,0
4.8283138,343,279,.91440004,0,0
4.8283138,403,1943,.6749,0,1
4.8283138,451,265,.96839994,0,1
4.8283138,460,1303,.77679998,0,0
4.8283138,461,43,.5751,1,0
4.8283138,522,281,.95169997,0,0
4.8283138,540,295,.74230003,0,0
4.8283138,544,129,.63520002,0,1
4.8283138,604,291,.7999,0,1
4.8283138,605,3369,.45669997,1,0
4.8283138,665,2129,.52929997,0,0
4.8283138,695,266,.67589998,0,1
4.8283138,809,261,.32740003,0,1
4.8283138,883,326,.90239996,0,1
4.8283138,900,905,.46529999,0,1
4.8283138,935,287,.7367,1,0
4.8283138,1066,847,.2811,0,1
4.8283138,1077,529,.3804,1,0
4.8283138,1185,1226,.45270002,0,1
4.8362818,406,1875,.74040002,0,1
4.8362818,406,3667,.77579999,0,0
4.8362818,495,3038,.61159998,0,0
4.8362818,522,259,.94800001,0,1
4.8362818,581,1588,.74339998,0,1
4.8362818,592,342,.73640001,1,0
4.8362818,636,193,.85650003,0,1
4.8362818,668,221,.44709998,0,0
4.8362818,680,1376,.48479998,0,1
4.8362818,687,858,.542,0,1
4.8362818,692,1441,.42390001,0,0
4.8362818,714,441,.85660005,0,1
4.8362818,754,148,.58590001,1,0
4.8362818,793,388,.7881,0,1
4.8362818,807,204,.49090001,0,0
4.8362818,1050,1301,.67930001,1,0
4.8362818,1093,315,.93099999,1,0
4.8362818,1121,2021,.80330002,1,0
4.8362818,1143,201,.84039998,1,0
4.8362818,1167,171,.4745,0,0
4.8362818,1185,1034,.56,0,0
4.8362818,1591,885,.49740002,0,0
4.8362818,1906,220,.77550006,1,0
4.8441873,125,101,.90550005,0,0
4.8441873,214,6342,.40020001,0,1
4.8441873,515,420,.68239999,0,1
4.8441873,544,320,.52700001,0,1
4.8441873,545,628,.97370005,0,0
4.8441873,670,552,.67470002,0,0
4.8441873,719,197,.58130002,1,0
4.8441873,954,2692,.49990001,1,0
4.8441873,973,306,.45419997,0,1
4.8441873,992,96,.414,1,0
4.8441873,1066,766,.3116,1,0
4.8441873,1066,788,.31440002,0,0
4.8441873,1087,645,.59200001,0,1
4.8441873,1591,793,.52709997,0,1
4.8520303,306,551,.75160003,0,0
4.8520303,446,212,.62759995,0,1
4.8520303,570,444,.55150002,0,0
4.8520303,687,782,.54930001,0,0
4.8520303,722,215,.42740002,0,1
4.8520303,732,86,.45439997,1,0
4.8520303,889,207,.66420001,1,0
4.8520303,897,134,.5984,1,0
4.8520303,933,831,.67309999,0,1
4.8520303,937,146,.8527,0,1
4.8520303,946,473,.82629997,0,0
4.8520303,956,735,.74160004,0,1
4.8520303,1009,986,.48220003,0,0
4.8520303,1009,1004,.38069999,1,0
4.8520303,1012,277,.40169999,0,1
4.8520303,1143,186,.32770002,1,0
4.8520303,1772,543,.64489996,1,0
4.8598123,185,6563,.40990001,1,0
4.8598123,214,5937,.46939999,0,0
4.8598123,254,678,.62660003,0,0
4.8598123,323,150,.84249997,0,0
4.8598123,446,191,.62669998,0,0
4.8598123,467,117,.91339993,0,1
4.8598123,468,169,.84519994,0,0
4.8598123,570,334,.59540004,0,0
4.8598123,739,126,.69199997,0,0
4.8598123,793,326,.71930003,0,0
4.8598123,843,338,.56159997,1,0
4.8598123,859,874,.75089997,0,0
4.8598123,861,1704,.84269994,1,0
4.8598123,946,480,.80290002,1,0
4.8598123,983,1139,.58060002,0,1
4.8598123,998,462,.4813,1,0
4.8598123,1049,268,.30489999,1,0
4.8598123,1050,1287,.75139999,0,0
4.8598123,1157,267,.57069999,1,0
4.8598123,1466,181,.3854,1,0
4.8675346,125,101,.9989,0,1
4.8675346,535,292,.51529998,1,0
4.8675346,665,2047,.57419997,1,0
4.8675346,833,275,.74629998,1,0
4.8675346,852,170,.66370004,0,1
4.8675346,859,528,.66410005,0,0
4.8675346,927,515,.72800004,0,0
4.8675346,954,2627,.58029997,0,0
4.8675346,991,211,.38929999,1,0
4.8675346,1006,377,.48900002,0,1
4.8675346,1024,221,.5266,1,0
4.8675346,1105,160,.66170001,0,0
4.8675346,1107,1462,.53509998,0,0
4.8675346,1167,182,.47099999,0,1
4.8675346,1185,305,.51569998,1,0
4.8675346,1189,346,.45580003,0,1
4.8675346,1203,140,.49110001,1,0
4.8675346,1261,196,.28560001,0,0
4.8675346,1300,1092,.55720001,0,1
4.8751974,370,854,.95249999,1,0
4.8751974,408,195,.4702,0,1
4.8751974,468,169,.82139999,0,1
4.8751974,540,3568,.51520002,0,1
4.8751974,544,316,.53169996,0,0
4.8751974,570,324,.53040004,0,1
4.8751974,668,244,.35139999,1,0
4.8751974,853,952,.70319998,1,0
4.8751974,859,542,.68269998,1,0
4.8751974,859,918,.8211,0,1
4.8751974,937,654,.77509999,0,1
4.8751974,988,146,.64059997,0,0
4.8751974,1085,700,.54820001,1,0
4.8751974,1087,554,.59029996,0,0
4.8751974,1140,662,.58359998,0,0
4.8751974,1218,149,.34110001,1,0
4.882802,443,254,.61119998,1,0
4.882802,576,1187,.71219999,0,1
4.882802,612,741,.50819999,0,1
4.882802,656,200,.51899999,0,1
4.882802,691,206,.28959998,1,0
4.882802,736,242,.53240001,0,1
4.882802,745,437,.49419999,1,0
4.882802,811,235,.56520003,1,0
4.882802,935,150,.62159997,1,0
4.882802,945,5582,.41459998,0,0
4.882802,967,538,.61549997,0,0
4.882802,1023,180,.3152,1,0
4.882802,1028,121,.26680002,1,0
4.882802,1111,490,.61879998,1,0
4.882802,1133,606,.69400001,0,0
4.882802,1189,358,.40830001,0,0
4.882802,1237,1430,.57010001,0,1
4.882802,1261,161,.4278,1,0
4.8903489,214,5676,.45009997,1,0
4.8903489,539,80,.59400004,1,0
4.8903489,605,3599,.49150002,0,1
4.8903489,656,232,.75870001,0,0
4.8903489,673,237,.72440004,1,0
4.8903489,683,307,.68610001,0,0
4.8903489,692,1518,.4878,0,1
4.8903489,709,132,.4465,1,0
4.8903489,726,172,.79210001,0,1
4.8903489,732,2621,.51359999,1,0
4.8903489,843,504,.50730002,0,0
4.8903489,859,551,.78440005,0,1
4.8903489,897,315,.42320001,0,0
4.8903489,897,456,.68769997,1,0
4.8903489,945,234,.6214,0,0
4.8903489,945,250,.49610001,0,1
4.8903489,967,451,.38159999,1,0
4.8903489,1027,137,.47459999,0,1
4.8903489,1035,50,.83410001,1,0
4.8903489,1037,581,.56130004,0,1
4.8903489,1073,6561,.31909999,0,1
4.8903489,1077,380,.50639999,0,1
4.8903489,1093,333,.92339998,0,0
4.8903489,1127,719,.50099999,0,0
4.8903489,1127,727,.5812,1,0
4.8903489,1167,157,.54769999,1,0
4.8903489,1185,256,.2836,0,0
4.8903489,1217,252,.46810001,1,0
4.8903489,1772,576,.72940004,0,0
4.89784,185,6415,.42840001,0,0
4.89784,323,153,.77480006,1,0
4.89784,337,93,.4052,0,1
4.89784,516,330,.72250003,1,0
4.89784,587,283,.69580001,1,0
4.89784,587,310,.72510004,0,0
4.89784,614,173,.59790003,1,0
4.89784,629,1332,.56209999,0,1
4.89784,849,717,.42330003,1,0
4.89784,849,861,.34419999,0,0
4.89784,868,552,.50400001,1,0
4.89784,908,196,.75319999,0,1
4.89784,946,396,.69660002,0,1
4.89784,946,2421,.7076,0,1
4.89784,991,100,.67540002,0,0
4.89784,991,105,.50209999,0,1
4.89784,1027,130,.32080001,1,0
4.89784,1085,433,.67230004,0,0
4.89784,1554,200,.55199999,1,0
4.9052749,320,390,.60119998,1,0
4.9052749,357,402,.92870003,1,0
4.9052749,644,570,.47849998,1,0
4.9052749,693,930,.75040001,0,1
4.9052749,719,187,.7471,0,1
4.9052749,758,1444,.59900004,1,0
4.9052749,814,881,.58990002,0,0
4.9052749,818,212,.6656,1,0
4.9052749,849,1051,.3504,0,1
4.9052749,862,2399,.72449994,1,0
4.9052749,920,285,.56550002,1,0
4.9052749,945,5367,.43490002,1,0
4.9052749,954,2690,.55239999,0,1
4.9052749,958,135,.53180003,1,0
4.9052749,973,234,.43220001,0,0
4.9052749,1021,235,.42270002,0,1
4.9052749,1037,496,.54369998,0,0
4.9052749,1069,547,.84470004,0,1
4.9052749,1080,155,.69940001,0,0
4.9052749,1107,1678,.51639998,0,1
4.9052749,1133,631,.70599997,1,0
4.9052749,1334,386,.2967,1,0
4.9052749,1373,488,.5377,1,0
4.9126549,280,1782,.87589997,0,0
4.9126549,314,624,.84519994,0,0
4.9126549,349,400,.82529998,1,0
4.9126549,495,273,.884,1,0
4.9126549,516,192,.509,0,0
4.9126549,540,263,.64389998,1,0
4.9126549,640,524,.62259996,0,1
4.9126549,683,281,.7367,1,0
4.9126549,707,203,.4587,1,0
4.9126549,815,225,.75400001,1,0
4.9126549,868,459,.51410002,0,0
4.9126549,871,224,.54680002,1,0
4.9126549,946,458,.80070001,0,1
4.9126549,978,1035,.67879999,0,0
4.9126549,991,221,.5643,0,0
4.9126549,1021,203,.4131,0,0
4.9126549,1027,138,.5589,0,0
4.9126549,1049,317,.35769999,0,1
4.9126549,1055,182,.63270003,1,0
4.9126549,1085,498,.72680002,0,1
4.9126549,1105,152,.56720001,0,1
4.9126549,1222,193,.64129996,1,0
4.9126549,1244,177,.32779998,1,0
4.9126549,1249,676,.75550002,0,0
4.9126549,1249,767,.79070002,0,1
4.9126549,1429,156,.72550005,1,0
4.9126549,1502,319,.5147,0,0
4.9126549,1750,1747,.4664,0,1
4.919981,404,471,.93650001,0,0
4.919981,408,188,.56400001,0,0
4.919981,544,129,.741,0,0
4.919981,610,183,.73730004,1,0
4.919981,630,495,.64139998,1,0
4.919981,656,210,.75309998,1,0
4.919981,709,120,.41689998,0,0
4.919981,745,440,.49520001,0,1
4.919981,1023,186,.32790002,0,0
4.919981,1044,795,.5262,0,1
4.919981,1055,34,.67089999,1,0
4.919981,1122,91,.57620001,1,0
4.919981,1185,1103,.51709998,1,0
4.919981,1203,130,.5905,0,0
4.919981,1237,1217,.60610002,0,0
4.919981,1490,568,.5352,1,0
4.9272537,95,164,.73870003,0,0
4.9272537,198,363,.59610003,0,0
4.9272537,254,768,.66430002,1,0
4.9272537,261,222,.77859998,1,0
4.9272537,314,596,.79210001,1,0
4.9272537,495,3063,.66610003,0,1
4.9272537,630,496,.62360001,0,0
4.9272537,645,310,.4601,0,1
4.9272537,861,1687,.84790003,0,0
4.9272537,868,568,.46650001,0,1
4.9272537,880,711,.66290003,0,1
4.9272537,883,243,.81199998,1,0
4.9272537,988,145,.5327,0,1
4.9272537,1050,1384,.7335,0,1
4.9272537,1107,1446,.41779998,1,0
4.9272537,1149,187,.54150003,1,0
4.9272537,1174,269,.38209999,1,0
4.9272537,1222,162,.49599999,0,0
4.9272537,1249,663,.78099996,1,0
4.9272537,1262,722,.4034,1,0
4.9272537,1316,181,.51109999,0,0
4.9272537,1672,595,.5988,0,1
4.934474,185,7096,.43430001,0,1
4.934474,209,216,.58719999,1,0
4.934474,328,184,.83980006,0,1
4.934474,495,2608,.66199994,1,0
4.934474,656,221,.75949997,0,1
4.934474,677,391,.64829999,1,0
4.934474,680,289,.72120005,0,0
4.934474,906,252,.42019999,0,1
4.934474,931,184,.6221,0,0
4.934474,945,233,.4043,1,0
4.934474,946,430,.699,0,0
4.934474,1122,86,.72330004,0,0
4.934474,1229,929,.4621,1,0
4.934474,1525,384,.24250001,1,0
4.9416423,532,321,.53460002,0,1
4.9416423,604,298,.76639998,1,0
4.9416423,673,262,.73580003,0,0
4.9416423,673,296,.82349998,0,1
4.9416423,843,349,.53939998,0,1
4.9416423,967,499,.68150002,0,1
4.9416423,1044,740,.53500003,0,0
4.9416423,1049,263,.3001,0,0
4.9416423,1140,655,.68690002,0,1
4.9416423,1217,287,.51020002,0,1
4.9416423,1218,141,.60830003,0,0
4.9416423,1246,152,.29700002,0,0
4.9416423,1502,277,.52469999,1,0
4.94876,198,435,.61900002,1,0
4.94876,406,23,.69379997,0,0
4.94876,406,3362,.71440005,1,0
4.94876,1022,193,.40900001,1,0
4.94876,1028,124,.31290001,0,0
4.94876,1080,168,.611,0,1
4.94876,1085,793,.48009998,0,1
4.94876,1158,109,.48099998,1,0
4.94876,1246,160,.26680002,1,0
4.94876,1930,459,.53279996,1,0
4.9558272,292,1133,.58310002,1,0
4.9558272,357,370,.95269996,0,0
4.9558272,370,703,.96469998,0,0
4.9558272,370,708,.96300006,0,1
4.9558272,516,228,.43540001,0,1
4.9558272,520,31,.53979999,1,0
4.9558272,585,392,.70499998,1,0
4.9558272,683,325,.69639999,0,1
4.9558272,691,203,.28100002,0,0
4.9558272,709,160,.35029998,0,1
4.9558272,857,523,.77970004,0,0
4.9558272,869,463,.5733,1,0
4.9558272,920,266,.68699998,0,1
4.9558272,1028,138,.26790002,0,1
4.9558272,1062,430,.72960001,0,0
4.9558272,1071,162,.26610002,1,0
4.9558272,1073,5206,.31729999,0,0
4.9558272,1158,114,.4777,0,0
4.9558272,1212,257,.30989999,0,1
4.9558272,1237,841,.4747,1,0
4.9558272,1627,185,.347,1,0
4.9628448,449,183,.93309999,0,1
4.9628448,634,339,.64699996,0,1
4.9628448,680,259,.69059998,1,0
4.9628448,732,2709,.48529997,0,1
4.9628448,883,147,.69819999,0,0
4.9628448,888,2476,.64379996,1,0
4.9628448,889,300,.8355,0,0
4.9628448,895,508,.65429997,1,0
4.9628448,895,686,.68589997,0,1
4.9628448,897,212,.34549999,0,1
4.9628448,998,3232,.33360001,0,1
4.9628448,1005,2763,.33180001,0,0
4.9628448,1122,64,.72110003,0,1
4.9628448,1157,267,.52579999,0,1
4.9628448,1181,223,.5467,1,0
4.9628448,1222,147,.48409998,0,1
4.9628448,1490,190,.5711,1,0
4.9628448,1490,560,.55650002,0,1
4.9628448,1525,433,.45640001,0,0
4.9698133,254,661,.65620005,0,1
4.9698133,306,268,.71889997,1,0
4.9698133,356,1091,.67430001,1,0
4.9698133,544,110,.74379998,1,0
4.9698133,596,436,.45349997,0,1
4.9698133,610,177,.60600001,0,1
4.9698133,732,2683,.47580001,0,0
4.9698133,869,508,.59710002,0,1
4.9698133,884,203,.67470002,0,1
4.9698133,893,208,.52380002,0,0
4.9698133,897,150,.48400003,0,0
4.9698133,897,172,.55019999,0,1
4.9698133,927,471,.69220001,1,0
4.9698133,1012,236,.49650002,0,0
4.9698133,1113,189,.3193,1,0
4.9698133,1127,692,.43939999,0,1
4.9698133,1149,174,.6142,0,0
4.9698133,1185,253,.3152,0,1
4.9698133,1524,205,.52249998,1,0
4.9698133,1589,326,.60949999,1,0
4.9767337,280,2025,.79720002,0,1
4.9767337,292,1141,.59099996,0,1
4.9767337,306,239,.75099999,0,0
4.9767337,306,257,.81959999,0,1
4.9767337,516,401,.91290003,1,0
4.9767337,540,3175,.71669996,0,0
4.9767337,614,176,.55990005,0,1
4.9767337,630,507,.70069999,0,1
4.9767337,834,273,.35169998,1,0
4.9767337,843,315,.61250001,0,0
4.9767337,889,379,.88019997,0,1
4.9767337,921,123,.53830004,1,0
4.9767337,1197,1028,.51749998,0,1
4.9767337,1244,204,.412,0,0
4.9767337,1320,175,.2326,1,0
4.9767337,2040,523,.67210001,1,0
4.9836068,182,467,.57029998,0,0
4.9836068,253,141,.97540003,1,0
4.9836068,280,1662,.90779996,1,0
4.9836068,337,112,.5068,1,0
4.9836068,644,589,.5072,0,1
4.9836068,677,378,.59509999,0,1
4.9836068,707,201,.39450002,0,0
4.9836068,719,184,.66980004,0,0
4.9836068,773,172,.65199995,1,0
4.9836068,857,441,.74650002,0,1
4.9836068,865,466,.4429,1,0
4.9836068,900,673,.65370005,1,0
4.9836068,967,2000,.79480004,1,0
4.9836068,996,230,.42640001,1,0
4.9836068,1181,261,.35080001,0,0
4.9836068,1283,248,.35509998,1,0
4.9836068,1316,130,.30629998,1,0
4.9904327,282,292,.82279998,0,0
4.9904327,283,238,.97400004,0,0
4.9904327,296,606,.41919997,1,0
4.9904327,535,252,.34240001,0,0
4.9904327,644,545,.46509999,0,0
4.9904327,707,224,.44080001,0,1
4.9904327,713,438,.36490002,0,0
4.9904327,783,1030,.42330003,0,1
4.9904327,853,695,.62169999,1,0
4.9904327,857,493,.70889997,1,0
4.9904327,880,541,.61339998,1,0
4.9904327,902,124,.31350002,1,0
4.9904327,920,263,.73460001,0,0
4.9904327,921,120,.63639998,0,0
4.9904327,1036,244,.634,0,0
4.9904327,1105,147,.68269998,1,0
4.9904327,1217,232,.55869997,0,0
4.9904327,1261,189,.48330003,0,1
4.9904327,1906,167,.77279997,0,0
4.9972124,745,385,.4745,0,0
4.9972124,773,194,.5316,0,0
4.9972124,789,198,.5302,1,0
4.9972124,807,162,.4752,1,0
4.9972124,834,654,.87,0,0
4.9972124,837,856,.3813,0,0
4.9972124,853,715,.62630004,0,0
4.9972124,865,578,.34869999,0,1
4.9972124,926,282,.74669999,0,0
4.9972124,931,189,.58230001,0,1
4.9972124,951,699,.86800003,1,0
4.9972124,1005,2616,.3439,1,0
4.9972124,1005,2843,.31370002,0,1
4.9972124,1012,1950,.35609999,0,0
4.9972124,1024,1200,.78390002,1,0
4.9972124,1026,334,.66240001,0,0
4.9972124,1036,269,.741,1,0
4.9972124,1041,253,.34380001,0,0
4.9972124,1203,124,.43669999,0,1
4.9972124,1246,159,.36500001,0,1
4.9972124,1444,164,.39470002,1,0
5.0039463,182,507,.56849998,1,0
5.0039463,283,248,.97110003,1,0
5.0039463,410,87,.7985,0,0
5.0039463,626,175,.6961,0,1
5.0039463,815,224,.70879996,0,1
5.0039463,871,199,.56470001,0,0
5.0039463,893,228,.34639999,0,1
5.0039463,935,164,.6753,0,0
5.0039463,969,656,.39650002,0,0
5.0039463,978,1112,.69260001,0,1
5.0039463,1024,4043,.29890001,0,0
5.0039463,1149,146,.49520001,0,1
5.0039463,1181,252,.29639998,1,0
5.0039463,1189,244,.2471,1,0
5.0039463,1197,1037,.70199996,1,0
5.0039463,1331,312,.38679999,0,0
5.0039463,1500,451,.35869998,1,0
5.0039463,1515,2986,.33130002,0,1
5.0039463,1672,309,.73790002,1,0
5.0039463,1673,200,.2013,1,0
5.0039463,1969,231,.19409999,0,1
5.0106354,610,167,.75,0,0
5.0106354,634,275,.70359999,0,0
5.0106354,691,223,.23540001,0,1
5.0106354,786,333,.61080003,1,0
5.0106354,814,802,.58200002,1,0
5.0106354,833,256,.81480002,0,0
5.0106354,843,621,.4743,0,1
5.0106354,927,511,.66500002,0,1
5.0106354,935,158,.59119999,0,1
5.0106354,1012,255,.52599996,1,0
5.0106354,1022,175,.35740003,0,0
5.0106354,1163,221,.2863,1,0
5.0106354,1181,284,.48389998,0,1
5.0106354,2280,240,.24350001,1,0
5.0172796,308,316,.94629997,0,1
5.0172796,473,203,.82519996,1,0
5.0172796,541,255,.8355,1,0
5.0172796,585,368,.7022,0,0
5.0172796,629,906,.74430001,0,0
5.0172796,634,332,.73540002,1,0
5.0172796,773,120,.46200001,0,1
5.0172796,834,323,.5363,0,0
5.0172796,837,830,.36669999,1,0
5.0172796,846,334,.60089999,1,0
5.0172796,861,1559,.79040003,0,1
5.0172796,871,206,.57690001,0,1
5.0172796,920,906,.83940005,1,0
5.0172796,967,191,.7967,1,0
5.0172796,1008,49,.31850001,1,0
5.0172796,1022,207,.42019999,0,1
5.0172796,1036,255,.60970002,0,1
5.0172796,1113,170,.2922,0,0
5.0172796,1229,1087,.42060003,0,1
5.0238805,182,470,.56830001,0,1
5.0238805,321,445,.89579999,1,0
5.0238805,343,243,.94309998,0,1
5.0238805,449,178,.90580004,0,0
5.0238805,551,229,.86019999,0,0
5.0238805,626,178,.61269999,0,0
5.0238805,787,472,.6674,1,0
5.0238805,846,363,.58310002,0,1
5.0238805,920,1257,.49860001,0,1
5.0238805,921,47,.45349997,0,1
5.0238805,935,248,.76699996,0,0
